133,Eevee,B,Evolution,FALSE,Adaptability
134,Vaporeon,B,Bubble Jet,TRUE,Water Absorb
137,Porygon,U,Virtual,FALSE,Download
138,Omanyte,B,Spiral,FALSE,Shell Armor
139,Omastar,B,Spiral,TRUE,Swift Armor
140,Kabuto,B,Shellfish,TRUE,Swift Swim
141,Kabutops,B,Shellfish,TRUE,Battle Armor
142,Aerodactyl,B,Fossil,FALSE,Pressure
143,Snorlax,B,Sleeping,TRUE,Thick Fat
144,Articuno,U,Freeze,FALSE,Pressure
145,Zapdos,U,Electric,FALSE,Pressure
146,Moltres,U,Flame,FALSE,Pressure
147,Dratini,B,Dragon,FALSE,Shed Skin
148,Dragonair,B,Dragon,TRUE,Shed Skin
149,Dragonite,B,Dragon,TRUE,Inner Focus
150,Mewtwo,U,Genetic,FALSE,Pressure
151,Mew,U,New Species,FALSE,Synchronize
,,,,,
,,,,,
165,Ledyba,B,Five Star,FALSE,Swarm
166,Ledian,B,Five Star,TRUE,Swarm
169,Crobat,B,Bat ,TRUE,Infiltrator
172,Pichu,B,Tiny Mouse,FALSE,Static
173,Cleffa,B,Star Shape,FALSE,Friend Guard
174,Igglypuff,B,Ballon,FALSE,Friend Guard
191,Sunkern,B,Seed,FALSE,Solar Power
192,Sunflora,B,Sun,TRUE,Solar Power
202,Wobbuffet,B,Patient,TRUE,Shadow tag
203,Girafarig,B,Long Neck,FALSE,Inner Focus
208,Steelix,B,Iron Snake ,TRUE,Sturdy
212,Scizor,B,Pincer,TRUE,Swarm
214,Heracross,B,Single Horn,FALSE,Guts
215,Sneasel,B,Sharp Claw,FALSE,Keen Eye
227,Skarmory,B,Armor Bird,FALSE,Sturdy
228,Houndour,B,Dark,FALSE,Flash Fire
229,Houndoom,B,Dark,TRUE,Flash Fire
230,Kingdra,B,Dragon,TRUE,Swift Swin
233,Porygon2,U,Virtual,TRUE,Download
236,Tyrogue,M,Scuffle,FALSE,Steadfast
238,Smoochum,F,Kiss,FALSE,Forewarn
239,Elekid,B,Electric,FALSE,Static
240,Magby,B,Live Coal,FALSE,Flame Body
241,Miltank,F,Milk Cow,FALSE,Scrappy
242,Blissey,F,Happiness,TRUE,Natural Cure
258,Mudkip,B,Mud Fish,FALSE,Torrent
259,Marshtomp,B,Mud Fish,TRUE,Torrent
260,Swampert,B,Mud Fish,TRUE,Torrent
265,Wurmple,B,Worm,FALSE,Shield Dust
266,Silcoon,B,Cocoon,TRUE,Shed Skin
267,Beautifly,B,Butterfly,TRUE,Swarm
273,Seedot,B,Accorn,FALSE,Chlorophyll
274,Nuzleaf,B,Wily,TRUE,Early Bird
275,Shiftry,B,Wicked,TRUE,Early Bird
278,Wingull,B,Seagull,FALSE,Keen Eye
279,Pelipper,B,Water Bird,TRUE,Keen Eye
287,Slakoth,B,Slacker,FALSE,Truant
288,Vigoroth,B,Wild Monkey,TRUE,Vital Spirit
289,Slaking,B,Lazy,TRUE,Truant
300,Skitty,B,Kitten,FALSE,Normalize
301,Delcatty,B,Prim,TRUE,Cute Charm
302,Sableye,B,Darkness,FALSE,Keen Eye
311,Plusle,B,Cheering,FALSE,Plus
314,Illumise,F,Firefly,FALSE,Tinted Lens
320,Wailmer,B,Ball Whale,FALSE,Water Veil
321,Wailord,B,Float Whale,TRUE,Water Veil
324,Torkoal,B,Coal,FALSE,White Smole
327,Spinda,B,Spot Panda,FALSE,Tangled Feet
333,Swablu,B,Cotton Bird,FALSE,Nature Cure
334,Altaria,B,Humming,TRUE,Nature Cure
337,Lunatone,U,Meteorite,FALSE,Levitate
347, Anorith,B,Old Shrimp,FALSE,Battle Armor
348, Armaldo,B,Plate Armor,TRUE,Battle Armor
349,Feebas,B,Fish,FALSE,Swift Swin
350,Milotic,B,Tender,TRUE,Marvel Scale
360,Wynaut,B,Bright,FALSE,Shadow tag
387,Turtwig,B,Tiny Leaf,FALSE,Overgrow
388,Grotle,B,Grove,TRUE,Overgrow
389,Torterra,B,Continent,TRUE,Overgrow
390,Chimchar,B,Chimp,FALSE,Blaze
391,Monferno,B,Playful,TRUE,Blaze
392,Infernape,B,Flame,TRUE,Blaze
431,Glameow,B,Catty,FALSE,Limber
432,Purugle,B,Tiger cat,TRUE,Thick Fat
439,Mime Jr.,B,Mime,FALSE,Filter
440,Happiny,F,Playhouse,FALSE,Serene Grace
446,Munchlax,B,Eater,FALSE,Thick Fat
447,Riolu,B,Emanation,FALSE,Steadfast
448,Lucario,B,Aura,TRUE,Inner Focus
461,Weavile,B,Sharp Claw,TRUE,Pressure
462,Magnezone,U,Magnet Area,TRUE,Magnet Pull
463,Lickilicky,B,Licking,TRUE,Oblivious
464,Rhyperior,B,Drill,TRUE,Solid Rock
465,Tangrowth,B,Vine,TRUE,Leaf Guard
466,Electivire,B,Thunderbolt,TRUE,Motor Drive
467,Magmortar,B,Blast,TRUE,Flame Body
501,Oshawott,B,Sea Otter,FALSE,Torrent
502,Dewott,B,Discipline,TRUE,Torrent
503,Samurott,B,Formidable,TRUE,Torrent
504,Patrat,B,Scout,FALSE,Run Away
505,Watchog,B,Lookout,TRUE,Illuminate
548,Petilil,F,Bulb,FALSE,Chlorophyll
549,Lilligant,F,Flowering,TRUE,Chlorophyll
561,Sigilyph,B,Avianoid,FALSE,Magic Guard
580,Ducklett,B,Water Bird,FALSE,Keen Eye
581,Swanna,B,White Bird,TRUE,Big Pecks
587,Emolga,B,Sky Squirrel,FALSE,Static
615,Cryogonal,U,Crystallizing,FALSE,Levitate
621,Druddigon,B,Cave,FALSE,Rough Skin
650,Chespin,B,Spiny Nut,FALSE,Overgrow
651,Quilladin,B,Spiny Armor,TRUE,Overgrow
652,Chesnaught,B,Spiny Armor,TRUE,Overgrow
664,Scatterbug,B,Scatterdust,FALSE,Shield Dust
665,Spewpa,B,Scatterdust,TRUE,Shed Skin
666,Vivillon,B,Scale,TRUE,Compound Eyes
698,Amaura,B,Tundra,FALSE,Refrigerate
699,Aurorus,B,Tundra,TRUE,Refrigerate
